"categorySetId","questionType","questionPhrase","Answer1","Answer2","Answer3","Answer4","Answer5","CorrectAnswerAsLetter","textIfCorrect","textIfIncorrect","questionImageId","solutionImageId","autor","pointsToAchieve"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >Bei welcher Skizze sind die Spannungs- und Stromrichtungen richtig angegeben?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","a","<SPAN STYLE="""" >Die Spannungspfeile zeigen von der h&ouml;heren zur tieferen Spannung. Das trifft auch bei der Spannungsquelle zu. Innerhalb der Spannungsquelle fliesst  der Strom vom  Minus- zum Pluspol. Ausserhalb der Spannungsquelle fliesst der Strom vom Plus zum Minuspol.</SPAN>","<SPAN STYLE="""" >Die Spannungspfeile zeigen von der h&ouml;heren zur tieferen Spannung. Das trifft auch bei der Spannungsquelle zu. Innerhalb der Spannungsquelle fliesst  der Strom vom  Minus- zum Pluspol. Ausserhalb der Spannungsquelle fliesst der Strom vom Plus zum Minuspol.</SPAN>","125","126","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >Bei welcher Skizze ist die Stromrichtung falsch angegeben.</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","d","<SPAN STYLE="""" >Im &auml;usseren Stromkreis fliesst der Strom vom Pluspol zum Minuspol.<BR>In der Spannungsquelle fliesst der Strom vom Minus zum Pluspol. Der Spannungspfeil zeigt vom Pluspol zum Minuspol.</SPAN>","<SPAN STYLE="""" >Im &auml;usseren Stromkreis fliesst der Strom vom Pluspol zum Minuspol.<BR>In der Spannungsquelle fliesst der Strom vom Minus zum Pluspol. Der Spannungspfeil zeigt vom Pluspol zum Minuspol.</SPAN>","127","128","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >Mit welcher Spannungsquelle kann aus Licht elektrische Energie erzeugt werden?</SPAN>","<SPAN STYLE="""" >Kohle-Zink-Element</SPAN>","<SPAN STYLE="""" >Piezokristall</SPAN>","<SPAN STYLE="""" >Thermoelement</SPAN>","<SPAN STYLE="""" >Fotoelement</SPAN>","<SPAN STYLE="""" >Dynamo</SPAN>","d","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >Elektrische Energie wird am wirtschaftlichsten erzeugt mittels:</SPAN>","<SPAN STYLE="""" >Piezokristall</SPAN>","<SPAN STYLE="""" >Fotoelement</SPAN>","<SPAN STYLE="""" >Induktion</SPAN>","<SPAN STYLE="""" >Thermoelement</SPAN>","<SPAN STYLE="""" >Kohle-Zink-Element</SPAN>","c","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >Mit welcher Spannungsquelle kann durch mechanischen Druck eine Spannung erzeugt werden?</SPAN>","<SPAN STYLE="""" >Piezokristall</SPAN>","<SPAN STYLE="""" >Fotoelement</SPAN>","<SPAN STYLE="""" >Thermoelement</SPAN>","<SPAN STYLE="""" >Akkumulator</SPAN>","<SPAN STYLE="""" >Dynamo</SPAN>","a","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >Bei welchem Bauelement entsteht bei Erw&auml;rmung der Verbindungsstelle zweier Metalle eine elektrische Spannung?</SPAN>","<SPAN STYLE="""" >Galvanisches Element</SPAN>","<SPAN STYLE="""" >Fotoelement</SPAN>","<SPAN STYLE="""" >Solarzelle</SPAN>","<SPAN STYLE="""" >Piezoelement</SPAN>","<SPAN STYLE="""" >Thermoelement</SPAN>","e","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >Die Piezospannung wird hervorgerufen durch:</SPAN>","<SPAN STYLE="""" >magnetische Felder</SPAN>","<SPAN STYLE="""" >Reibung</SPAN>","<SPAN STYLE="""" >Temperatur</SPAN>","<SPAN STYLE="""" >Druck</SPAN>","<SPAN STYLE="""" >Lichtemission</SPAN>","d","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >Elektrische Spannung im Thermoelement wird erzeugt durch:</SPAN>","<SPAN STYLE="""" >Beleuchtung einer Sperrschicht</SPAN>","<SPAN STYLE="""" >Reibung</SPAN>","<SPAN STYLE="""" >Erw&auml;rmung der Verbindungsstelle zweier verschiedener Metalle</SPAN>","<SPAN STYLE="""" >Erw&auml;rmung der Verbindungsstelle zweier Konstantandr&auml;hte</SPAN>","<SPAN STYLE="""" >Erw&auml;rmung eines temperaturabh&auml;ngigen Widerstandes</SPAN>","c","VOID","VOID","1642","","<SPAN STYLE="""" >HB</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >Wozu kann ein Thermoelement verwendet werden?</SPAN>","<SPAN STYLE="""" >als Solarzelle</SPAN>","<SPAN STYLE="""" >als Temperatursensor</SPAN>","<SPAN STYLE="""" >als Belichtungsmesser</SPAN>","<SPAN STYLE="""" >als Akkumulator</SPAN>","<SPAN STYLE="""" >als Mikrofon</SPAN>","b","VOID","VOID","1643","","<SPAN STYLE="""" >HB</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >Ein Thermoelement besteht aus:</SPAN>","<SPAN STYLE="""" >zwei verschiedenen Metallen</SPAN>","<SPAN STYLE="""" >zwei gleichen Metallen</SPAN>","<SPAN STYLE="""" >zwei beliebigen Materialien</SPAN>","<SPAN STYLE="""" >ausschliesslich aus Kupfer und Konstantan</SPAN>","<SPAN STYLE="""" >aus einem Elektrolyten und zwei verschiedenen Metallen</SPAN>","a","VOID","VOID","1644","","<SPAN STYLE="""" >HB</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >Um durch Induktion eine Spannung erzeugen zu k&ouml;nnen, ben&ouml;tigt man:</SPAN>","<SPAN STYLE="""" >einen Magneten und einen Piezokristall</SPAN>","<SPAN STYLE="""" >einen Elektrolyten und eine Kupferwicklung</SPAN>","<SPAN STYLE="""" >eine Spule und ein Thermoelement</SPAN>","<SPAN STYLE="""" >eine Spule und einen bewegten Magneten</SPAN>","<SPAN STYLE="""" >einen bewegten Magneten und eine Elektrode</SPAN>","d","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >Energieumwandler wie Gl&uuml;hlampen, Heiz&ouml;fen, Motoren usw. nennt man:</SPAN>","<SPAN STYLE="""" >Erzeuger</SPAN>","<SPAN STYLE="""" >Verbraucher</SPAN>","<SPAN STYLE="""" >Spannungsquellen</SPAN>","<SPAN STYLE="""" >Kraftwerke</SPAN>","VOID","b","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >Wann entsteht zwischen zwei K&ouml;rpern eine Spannung?</SPAN>","<SPAN STYLE="""" >wenn sie unterschiedliche Ladung aufweisen</SPAN>","<SPAN STYLE="""" >wenn sie die gleiche Ladung aufweisen</SPAN>","<SPAN STYLE="""" >wenn sie gutleitend miteinander verbunden sind</SPAN>","<SPAN STYLE="""" >wenn sie beide das gleiche Potenzial gegen Erde aufweisen</SPAN>","VOID","a","VOID","VOID","1650","","<SPAN STYLE="""" >HB</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >Herrscht zwischen zwei K&ouml;rpern eine Potenzialdifferenz, dann misst man zwischen ihnen:</SPAN>","<SPAN STYLE="""" >einen Strom</SPAN>","<SPAN STYLE="""" >eine Spannung</SPAN>","<SPAN STYLE="""" >einen Widerstand</SPAN>","<SPAN STYLE="""" >eine Leistung</SPAN>","<SPAN STYLE="""" >eine Arbeit</SPAN>","b","VOID","VOID","1655","","<SPAN STYLE="""" >HB</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >Bei welcher Schaltung leuchtet die Lampe, ohne dass der Schalter bet&auml;tigt wird?</SPAN>","<SPAN STYLE="""" >Bei a</SPAN>","<SPAN STYLE="""" >Bei b</SPAN>","<SPAN STYLE="""" >Bei c</SPAN>","<SPAN STYLE="""" >Bei d</SPAN>","VOID","a","VOID","VOID","1519","1520","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >Bei welchen Schaltungen entsteht ein Kurzschluss, wenn der Schalter bet&auml;tigt wird?</SPAN>","<SPAN STYLE="""" >Bei a</SPAN>","<SPAN STYLE="""" >Bei b</SPAN>","<SPAN STYLE="""" >Bei c</SPAN>","<SPAN STYLE="""" >Bei d</SPAN>","VOID","ac","VOID","VOID","1522","1523","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >Bei welchen Schaltungen leuchtet die Lampe, ohne dass der Schalter bet&auml;tigt werden muss?</SPAN>","<SPAN STYLE="""" >Bei a</SPAN>","<SPAN STYLE="""" >Bei b</SPAN>","<SPAN STYLE="""" >Bei c</SPAN>","<SPAN STYLE="""" >Bei d</SPAN>","VOID","acd","VOID","VOID","1524","1525","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >In welcher Schaltung zeigt das Voltmeter, unabh&auml;ngig von der Schalterstellung, die Spannung der Quelle an?</SPAN>","<SPAN STYLE="""" >Bei a</SPAN>","<SPAN STYLE="""" >Bei b</SPAN>","<SPAN STYLE="""" >Bei c</SPAN>","<SPAN STYLE="""" >Bei d</SPAN>","VOID","c","VOID","VOID","1526","1527","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >In welcher Schaltung zeigt das Voltmeter die Spannung 0V an, sobald der Schalter bet&auml;tigt wird?</SPAN>","<SPAN STYLE="""" >Bei a</SPAN>","<SPAN STYLE="""" >Bei b</SPAN>","<SPAN STYLE="""" >Bei c</SPAN>","<SPAN STYLE="""" >Bei d</SPAN>","VOID","a","VOID","VOID","1528","1529","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >In welcher Schaltung zeigt das Amperemeter den Lampenstrom an, wenn der Schalter nicht bet&auml;tigt wird?</SPAN>","<SPAN STYLE="""" >Bei a</SPAN>","<SPAN STYLE="""" >Bei b</SPAN>","<SPAN STYLE="""" >Bei c</SPAN>","<SPAN STYLE="""" >Bei d</SPAN>","VOID","a","VOID","VOID","1530","1531","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.2","Multiple Choice","<SPAN STYLE="""" >Bei jeder Schaltung ist die Spannungsrichtung korrekt angegeben. Bei welchen Schaltungen ist die Stromrichtung richtig eingetragen?</SPAN>","<SPAN STYLE="""" >Bei a</SPAN>","<SPAN STYLE="""" >Bei b</SPAN>","<SPAN STYLE="""" >Bei c</SPAN>","<SPAN STYLE="""" >Bei d</SPAN>","VOID","b","<SPAN STYLE="""" >Der Spannungspfeil zeigt immer von der h&ouml;heren zur tieferen Spannung. In der Spannungsquelle fliesst der Strom von Minus- zum Pluspol. Im &auml;usseren Stromkreis fliesst der Strom vom Plus- zum Minuspol</SPAN>","<SPAN STYLE="""" >Der Spannungspfeil zeigt immer von der h&ouml;heren zur tieferen Spannung. In der Spannungsquelle fliesst der Strom von Minus- zum Pluspol. Im &auml;usseren Stromkreis fliesst der Strom vom Plus- zum Minuspol</SPAN>","1532","1533","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.3","Multiple Choice","<SPAN STYLE="""" >Bei welcher Schaltung misst das Amperemeter die Stromst&auml;rke richtig, wenn der Schalter geschlossen ist?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","b","VOID","VOID","62","63","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.3","Multiple Choice","<SPAN STYLE="""" >Bei welcher Schaltung ist die Stromrichtung und die Spannungsrichtung korrekt eingezeichnet?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","d","<SPAN STYLE="""" >Die Spannungspfeile zeigen von der h&ouml;heren zur tieferen Spannung. Das trifft auch bei der Spannungsquelle zu. In der Spannungsquelle fliesst deshalb der Strom vom tieferen zum h&ouml;heren Potential. (Vom Minus- zum Pluspol). Der lange Strich bei der Spannungsquelle bedeutet der + Pol.</SPAN>","<SPAN STYLE="""" >Die Spannungspfeile zeigen von der h&ouml;heren zur tieferen Spannung. Das trifft auch bei der Spannungsquelle zu. In der Spannungsquelle fliesst deshalb der Strom vom tieferen zum h&ouml;heren Potential. (Vom Minus- zum Pluspol). Der lange Strich bei der Spannungsquelle bedeutet der + Pol.</SPAN>","66","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.3","Multiple Choice","<SPAN STYLE="""" >Bei welcher Schaltung ist die Stromrichtung und die Spannungsrichtung richtig eingezeichnet?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","c","<SPAN STYLE="""" >Die Spannungspfeile zeigen von der h&ouml;heren zur tieferen Spannung. Das trifft auch bei der Spannungsquelle zu. In der Spannungsquelle fliesst deshalb der Strom vom tieferen zum h&ouml;heren Potential. ( Vom Minus- zum Pluspol)</SPAN>","<SPAN STYLE="""" >Die Spannungspfeile zeigen von der h&ouml;heren zur tieferen Spannung. Das trifft auch bei der Spannungsquelle zu. In der Spannungsquelle fliesst deshalb der Strom vom tieferen zum h&ouml;heren Potential. ( Vom Minus- zum Pluspol)</SPAN>","67","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.3","Multiple Choice","<SPAN STYLE="""" >Welche der folgenden Aussagen ist </SPAN><SPAN STYLE=""text-decoration:underline ;"" >falsch</SPAN><SPAN STYLE="""" >?</SPAN>","<SPAN STYLE="""" >Strom kann nur fliessen, wenn eine Spannung vorhanden ist.</SPAN>","<SPAN STYLE="""" >Strom kann nur fliessen, wenn ein geschlossener Stromkreis vorhanden ist.</SPAN>","<SPAN STYLE="""" >Ausserhalb der Spannungsquelle fliessen die Elektronen vom Minuspol zum Pluspol der Spannungsquelle.</SPAN>","<SPAN STYLE="""" >Spannung kann nicht erzeugt, sondern nur umgewandelt werden.</SPAN>","<SPAN STYLE="""" >Alle Aussagen sind richtig.</SPAN>","d","VOID","<SPAN STYLE="""" >Energie kann nicht erzeugt werden, Spanung jedoch schon. Elektronen sind negativ geladene Teilchen.</SPAN>","","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.3","Multiple Choice","<SPAN STYLE="""" >Warum sp&uuml;rt man beim Ber&uuml;hren eines Viehh&uuml;ters den elektrischen Strom, bei der Ber&uuml;hrung der Pole einer Autobatterie jedoch nicht?</SPAN>","<SPAN STYLE="""" >Weil die Autobatterie mehr Strom hat.</SPAN>","<SPAN STYLE="""" >Weil die Autobatterie mehr Spannung hat.</SPAN>","<SPAN STYLE="""" >Weil der Viehh&uuml;ter mehr Spannung hat.</SPAN>","<SPAN STYLE="""" >Weil der Viehh&uuml;ter weniger Strom hat.</SPAN>","<SPAN STYLE="""" >Weil der Viehh&uuml;ter mehr Strom hat.</SPAN>","c","<SPAN STYLE="""" >Beim Vergleich eines elektrischen Stromkreises mit einem Wasserkreislauf entspricht der Wasserdruck der Spannung, und der Wasserfluss dem Strom.<BR>Deshalb bedeutet ein h&ouml;herer Wasserdruck eine h&ouml;here Spannung. Eine h&ouml;here Spannung vermag mehr Elektronen durch einen K&ouml;rper zu treiben.</SPAN>","<SPAN STYLE="""" >Beim Vergleich eines elektrischen Stromkreises mit einem Wasserkreislauf entspricht der Wasserdruck der Spannung, und der Wasserfluss dem Strom.</SPAN>","","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.3","Multiple Choice","<SPAN STYLE="""" >In welchem Bereich liegt die Stromst&auml;rke durch eine Gl&uuml;hlampe einer Handlampe?</SPAN>","<SPAN STYLE="""" >0 - 10 mA</SPAN>","<SPAN STYLE="""" >10 - 1000 mA</SPAN>","<SPAN STYLE="""" >5 - 20 A</SPAN>","<SPAN STYLE="""" >20 - 40 A</SPAN>","VOID","b","<SPAN STYLE="""" >Vergleich: Ein &Uuml;berstromunterbrecher f&uuml;r eine elektrische Wohnungsgruppe (mit ca 3 Zimmer) hat eine Nennstromst&auml;rke von 13 A.</SPAN>","<SPAN STYLE="""" >Vergleich: Ein &Uuml;berstromunterbrecher f&uuml;r eine elektrische Wohnungsgruppe (mit ca 3 Zimmer) hat eine Nennstromst&auml;rke von 13 A.</SPAN>","","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.3","Multiple Choice","<SPAN STYLE="""" >Wie gross darf ein Strom (bei 15 bis 100Hz) ungef&auml;hr sein, der ohne Gefahr l&auml;ngere Zeit durch einen Menschen fliessen darf?</SPAN>","<SPAN STYLE="""" >max. 10 mA</SPAN>","<SPAN STYLE="""" >max. 0,5 mA</SPAN>","<SPAN STYLE="""" >max. 100 mA</SPAN>","<SPAN STYLE="""" >max. 1 A</SPAN>","VOID","b","VOID","VOID","","86","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.3","Multiple Choice","<SPAN STYLE="""" >Beim Starten eines Autos ben&ouml;tigt der Anlasser eine Stromst&auml;rke von &uuml;ber 200 A bei 12 V. Warum ist es nicht gef&auml;hrlich, wenn jemand die blanken Anschlussklemmen einer Autobatterie ber&uuml;hrt?</SPAN>","<SPAN STYLE="""" >Nur Str&ouml;me aus Steckdosen sind gef&auml;hrlich. Str&ouml;me aus Batterien sind nicht gef&auml;hrlich.</SPAN>","<SPAN STYLE="""" >Nicht die Stromst&auml;rke ist f&uuml;r einen Menschen gef&auml;hrlich, sondern die Spannung.</SPAN>","<SPAN STYLE="""" >Es ist nur gef&auml;hrlich, wenn die Batterieanschlussklemmen w&auml;hrend dem Starten ber&uuml;hrt werden.</SPAN>","<SPAN STYLE="""" >Ein gef&auml;hrlicher Strom fliesst erst durch einen Menschen, wenn die Spannung (nach NIN) gr&ouml;sser als 50 V AC (Wechselstrom) oder 120 V DC (Gleichstrom) ist.</SPAN>","VOID","d","VOID","<SPAN STYLE="""" >Ber&uuml;hrungen von bis zu 120 V DC (Gleichstrom) sind f&uuml;r einen Menschen nicht gef&auml;hrlich.<BR>Die Spannung von 12V an der Batterie ist immer gleich gross, auch wenn das Auto gestartet wird und ein grosser Strom fliesst.</SPAN>","","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.3","Multiple Choice","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >A, B und C arbeiten verbotenerweise im Keller eines Hauses unter Spannung.  Bei jedem Arbeitsplatz hat es einen Zementboden. Es ist kein Fehlerstromschutzschalter montiert. Bei welchem besteht die gr&ouml;sste Gefahr, durch den </SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:underline ;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Ber&uuml;hrungsstrom</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > zu verunfallen?</SPAN>","<SPAN STYLE="""" >A ber&uuml;hrt den Polleiter unmittelbar nach dem   Anschluss&uuml;berstromunterbrecher (&Uuml;berstromunterbrecher = 60A)<BR><BR></SPAN>","<SPAN STYLE="""" >B ber&uuml;hrt den Polleiter beim Waschmaschinenschalter (&Uuml;berstromunterbrecher = 16A)</SPAN>","<SPAN STYLE="""" >C ber&uuml;hrt den Polleiter bei der Steckdose Typ 13 (&Uuml;berstromunterbrecher = 13A)</SPAN>","<SPAN STYLE="""" >Alle Drei sind gleich stark gef&auml;hrdet.</SPAN>","VOID","d","<SPAN STYLE="""" >Alle sind gleich gef&auml;hrdet, weil alle Drei die gleich grosse Spannung von 230V gegen Erde  ber&uuml;hren. Nur wenn sie einen Kurzschluss ausl&ouml;sen, haben die Gr&ouml;ssen der &Uuml;berstromunterbrecher einen Einfluss auf die Gef&auml;hrlichkeit. Auf den Ber&uuml;hrungsstrom haben sie keinen Einfluss.</SPAN>","<SPAN STYLE="""" >Alle sind gleich gef&auml;hrdet, weil alle Drei die gleich grosse Spannung von 230V gegen Erde  ber&uuml;hren. Nur wenn sie einen Kurzschluss ausl&ouml;sen, haben die Gr&ouml;ssen der &Uuml;berstromunterbrecher einen Einfluss auf die Gef&auml;hrlichkeit. Auf den Ber&uuml;hrungsstrom haben sie keinen Einfluss.</SPAN>","","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.3","Multiple Choice","<SPAN STYLE="""" >Elektrischer Strom kann f&uuml;r Lebewesen gef&auml;hrlich sein.<BR>Welche Gr&ouml;ssen haben einen Einfluss auf die Gef&auml;hrlichkeit?</SPAN>","<SPAN STYLE="""" >Nur die Stromst&auml;rke.</SPAN>","<SPAN STYLE="""" >Die Stromst&auml;rke und die Einwirkungsdauer. (Zeit)</SPAN>","<SPAN STYLE="""" >Die Qualit&auml;t des Stromes.</SPAN>","<SPAN STYLE="""" >Nur die Einwirkungsdauer. (Zeit)</SPAN>","VOID","b","VOID","VOID","","87","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.3","Multiple Choice","<SPAN STYLE="""" >Zwei Gl&uuml;hlampen A und B leuchten gleich hell. Gl&uuml;hlampe A wird mit 12 V Gleichspannung (DC) betrieben. Welchen Wert zeigt ein Messger&auml;t an Lampe B an, welche mit Wechselspannung (AC) betrieben wird?</SPAN>","<SPAN STYLE="""" >12 V</SPAN>","<SPAN STYLE="""" >24V</SPAN>","<SPAN STYLE="""" >12 V * 1,14 * = 16,97 V</SPAN>","<SPAN STYLE="""" >12V / 1,14 = 8,48 V</SPAN>","VOID","a","<SPAN STYLE="""" >Bei Wechselspannungen gibt man immer den Effektivwert an. Der Effektivwert erzeugt an einer Lampe die gleich grosse Lichtst&auml;rke wie eine Gleichspannung mit gleich grosser Spannung.</SPAN>","<SPAN STYLE="""" >Bei Wechselspannungen gibt man immer den Effektivwert an. Der Effektivwert erzeugt an einer Lampe die gleich grosse Lichtst&auml;rke wie eine Gleichspannung mit gleich grosser Spannung.</SPAN>","114","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.3","Multiple Choice","<SPAN STYLE="""" >Das Bild zeigt eine Wechselspannung auf einem Kathodenstrahloszilloskop<BR>Welche Gr&ouml;sse zeigt die horizontale Achse?</SPAN>","<SPAN STYLE="""" >Spannung</SPAN>","<SPAN STYLE="""" >Zeit</SPAN>","<SPAN STYLE="""" >Frequenz</SPAN>","<SPAN STYLE="""" >Widerstand</SPAN>","<SPAN STYLE="""" >Strom</SPAN>","b","VOID","VOID","115","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.3","Multiple Choice","<SPAN STYLE="""" >Das Bild zeigt eine Wechselspannung auf einem Oszilloskop.<BR>Welche Gr&ouml;sse zeigt die senkrechte Achse?</SPAN>","<SPAN STYLE="""" >Strom</SPAN>","<SPAN STYLE="""" >Zeit</SPAN>","<SPAN STYLE="""" >Spannung</SPAN>","<SPAN STYLE="""" >Frequenz</SPAN>","<SPAN STYLE="""" >Widerstand</SPAN>","c","VOID","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Bei der Beschreibung steht: Das Bild zeigt eine </SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:underline ;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Wechselspannung</SPAN>","116","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.3","Multiple Choice","<SPAN STYLE="""" >Welches der Bilder kann auf einem Oszilloskop nicht entstehen ?</SPAN>","<SPAN STYLE="""" >a</SPAN>","<SPAN STYLE="""" >b</SPAN>","<SPAN STYLE="""" >c</SPAN>","<SPAN STYLE="""" >d</SPAN>","VOID","a","<SPAN STYLE="""" >Der Strahl kann nie r&uuml;ckw&auml;rts aufzeichnen. Die Zeitablenkung l&auml;uft von links nach rechts.</SPAN>","<SPAN STYLE="""" >Der Strahl kann nie r&uuml;ckw&auml;rts aufzeichnen. Die Zeitablenkung l&auml;uft von links nach rechts.</SPAN>","117","","<SPAN STYLE="""" >FK</SPAN>","1"
"5.1.3","Multiple Choice","<SPAN STYLE="""" >Wenn in einem Draht Strom fliesst, dann werden:</SPAN>","<SPAN STYLE="""" >freie Protonen verschoben</SPAN>","<SPAN STYLE="""" >freie Elektronen verschoben</SPAN>","<SPAN STYLE="""" >freie negative Ionen verschoben</SPAN>","<SPAN STYLE="""" >freie positive Ionen verschoben</SPAN>","<SPAN STYLE="""" >Molek&uuml;le verschoben</SPAN>","b","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
